日期, 50etf开盘价 , 50etf收盘价 , 成交量pcr , 持仓量pcr , 成交额pcr , 持仓额pcr , 成交额pcr/成交量pcr , VIX , SKEW ,
2019/05/30, 2.742 , 2.737 , 1.01 , 0.82 , 0.97 , 0.81 , 0.96 , 21.88 , 103.93 ,
2019/05/31, 2.732 , 2.728 , 0.85 , 0.81 , 0.72 , 0.90 , 0.85 , 22.53 , 102.15 ,
2019/06/03, 2.737 , 2.740 , 0.85 , 0.83 , 0.72 , 0.81 , 0.85 , 22.85 , 103.16 ,
2019/06/04, 2.739 , 2.722 , 0.92 , 0.78 , 0.88 , 0.88 , 0.96 , 23.38 , 101.65 ,
2019/06/05, 2.740 , 2.718 , 0.80 , 0.78 , 0.71 , 0.91 , 0.88 , 22.99 , 101.64 ,
2019/06/06, 2.720 , 2.704 , 0.88 , 0.76 , 0.90 , 0.99 , 1.03 , 22.97 , 101.45 ,
2019/06/10, 2.718 , 2.739 , 0.92 , 0.84 , 0.82 , 0.80 , 0.88 , 21.87 , 103.68 ,
2019/06/11, 2.750 , 2.814 , 0.78 , 0.98 , 0.50 , 0.44 , 0.64 , 20.72 , 103.70 ,
2019/06/12, 2.807 , 2.802 , 0.86 , 0.92 , 0.52 , 0.48 , 0.61 , 21.17 , 103.11 ,
2019/06/13, 2.799 , 2.796 , 0.76 , 0.87 , 0.57 , 0.51 , 0.74 , 20.81 , 104.80 ,
2019/06/14, 2.800 , 2.790 , 0.76 , 0.86 , 0.54 , 0.58 , 0.70 , 20.74 , 103.77 ,
2019/06/17, 2.788 , 2.799 , 0.85 , 0.87 , 0.60 , 0.53 , 0.71 , 20.65 , 104.15 ,
2019/06/18, 2.801 , 2.810 , 0.86 , 0.89 , 0.57 , 0.50 , 0.66 , 19.94 , 104.48 ,
2019/06/19, 2.879 , 2.856 , 0.63 , 0.97 , 0.27 , 0.39 , 0.43 , 18.87 , 107.49 ,
2019/06/20, 2.854 , 2.954 , 0.63 , 1.23 , 0.31 , 0.25 , 0.49 , 22.40 , 105.06 ,
2019/06/21, 2.954 , 2.953 , 0.59 , 1.10 , 0.31 , 0.26 , 0.52 , 25.25 , 99.29 ,
2019/06/24, 2.953 , 2.959 , 0.72 , 1.09 , 0.41 , 0.30 , 0.57 , 26.21 , 99.65 ,
2019/06/25, 2.958 , 2.919 , 0.90 , 0.95 , 0.71 , 0.43 , 0.78 , 26.29 , 98.69 ,
2019/06/26, 2.908 , 2.916 , 0.85 , 0.77 , 0.63 , 0.47 , 0.74 , 26.29 , 98.76 ,
2019/06/27, 2.925 , 2.955 , 0.65 , 0.81 , 0.44 , 0.39 , 0.67 , 26.51 , 98.96 ,
2019/06/28, 2.952 , 2.952 , 0.86 , 0.80 , 0.66 , 0.42 , 0.77 , 27.52 , 98.90 ,
2019/07/01, 3.000 , 3.020 , 0.67 , 0.84 , 0.36 , 0.27 , 0.54 , 25.20 , 100.94 ,
2019/07/02, 3.015 , 3.016 , 0.74 , 0.86 , 0.46 , 0.30 , 0.62 , 24.68 , 100.43 ,
2019/07/03, 3.007 , 2.987 , 0.82 , 0.82 , 0.63 , 0.36 , 0.77 , 23.69 , 99.71 ,
2019/07/04, 2.985 , 2.976 , 0.80 , 0.78 , 0.69 , 0.38 , 0.86 , 23.22 , 99.01 ,
2019/07/05, 2.973 , 2.987 , 0.72 , 0.79 , 0.59 , 0.37 , 0.81 , 23.96 , 99.68 ,
2019/07/08, 2.974 , 2.924 , 0.95 , 0.71 , 1.01 , 0.63 , 1.07 , 23.10 , 98.80 ,
2019/07/09, 2.921 , 2.914 , 0.78 , 0.69 , 0.98 , 0.69 , 1.25 , 22.09 , 97.86 ,
2019/07/10, 2.926 , 2.912 , 0.81 , 0.70 , 0.97 , 0.69 , 1.19 , 22.12 , 97.57 ,
2019/07/11, 2.926 , 2.922 , 0.72 , 0.70 , 0.69 , 0.64 , 0.96 , 22.45 , 97.89 ,
2019/07/12, 2.919 , 2.943 , 0.79 , 0.75 , 0.63 , 0.54 , 0.80 , 22.36 , 98.36 ,
2019/07/15, 2.930 , 2.942 , 0.82 , 0.72 , 0.76 , 0.52 , 0.92 , 22.52 , 97.18 ,
2019/07/16, 2.939 , 2.925 , 0.78 , 0.69 , 0.69 , 0.65 , 0.88 , 22.79 , 97.27 ,
2019/07/17, 2.914 , 2.916 , 0.68 , 0.69 , 0.71 , 0.76 , 1.05 , 22.31 , 97.15 ,
2019/07/18, 2.908 , 2.905 , 0.77 , 0.69 , 0.96 , 0.84 , 1.26 , 20.38 , 93.69 ,
2019/07/19, 2.916 , 2.940 , 0.63 , 0.72 , 0.56 , 0.58 , 0.88 , 22.12 , 93.96 ,
2019/07/22, 2.936 , 2.922 , 0.66 , 0.73 , 0.67 , 0.73 , 1.02 , 20.99 , 95.00 ,
2019/07/23, 2.924 , 2.923 , 0.69 , 0.72 , 0.74 , 0.71 , 1.08 , 20.01 , 94.46 ,
2019/07/24, 2.937 , 2.952 , 0.63 , 0.84 , 0.48 , 0.57 , 0.77 , 19.25 , 95.14 ,
2019/07/25, 2.952 , 2.977 , 0.84 , 0.90 , 0.63 , 0.50 , 0.75 , 18.29 , 97.24 ,
2019/07/26, 2.964 , 2.982 , 0.86 , 0.95 , 0.65 , 0.51 , 0.76 , 18.65 , 97.01 ,
2019/07/29, 2.979 , 2.978 , 0.94 , 0.93 , 0.75 , 0.56 , 0.80 , 19.60 , 97.54 ,
2019/07/30, 2.980 , 2.988 , 0.78 , 0.93 , 0.58 , 0.52 , 0.74 , 19.78 , 98.64 ,
2019/07/31, 2.978 , 2.960 , 0.94 , 0.85 , 0.90 , 0.66 , 0.95 , 20.20 , 97.95 ,
2019/08/01, 2.945 , 2.935 , 0.81 , 0.85 , 0.98 , 0.86 , 1.21 , 18.13 , 98.63 ,
2019/08/02, 2.877 , 2.890 , 1.01 , 0.81 , 1.45 , 1.25 , 1.44 , 18.69 , 97.45 ,
2019/08/05, 2.873 , 2.835 , 0.96 , 0.73 , 1.48 , 1.86 , 1.53 , 20.60 , 96.26 ,
2019/08/06, 2.787 , 2.805 , 1.09 , 0.72 , 1.80 , 2.07 , 1.65 , 22.21 , 97.79 ,
2019/08/07, 2.812 , 2.791 , 0.73 , 0.71 , 1.18 , 2.55 , 1.61 , 21.42 , 99.70 ,
2019/08/08, 2.813 , 2.831 , 0.85 , 0.75 , 1.15 , 1.83 , 1.35 , 20.93 , 100.62 ,
2019/08/09, 2.845 , 2.820 , 0.87 , 0.76 , 1.17 , 1.96 , 1.33 , 20.32 , 100.93 ,
2019/08/12, 2.829 , 2.869 , 0.92 , 0.85 , 1.00 , 1.32 , 1.09 , 20.73 , 100.93 ,
2019/08/13, 2.850 , 2.840 , 0.95 , 0.83 , 1.11 , 1.62 , 1.17 , 20.64 , 101.55 ,
2019/08/14, 2.875 , 2.849 , 0.85 , 0.81 , 0.73 , 1.40 , 0.86 , 19.97 , 101.73 ,
2019/08/15, 2.805 , 2.858 , 1.02 , 0.86 , 1.24 , 1.18 , 1.21 , 20.60 , 100.44 ,
2019/08/16, 2.864 , 2.870 , 0.82 , 0.90 , 0.77 , 1.21 , 0.93 , 20.52 , 101.34 ,
2019/08/19, 2.889 , 2.927 , 0.81 , 0.99 , 0.59 , 0.70 , 0.73 , 21.15 , 102.10 ,
2019/08/20, 2.920 , 2.921 , 0.80 , 0.96 , 0.55 , 0.73 , 0.68 , 21.00 , 102.53 ,
2019/08/21, 2.919 , 2.919 , 0.97 , 0.95 , 0.64 , 0.74 , 0.66 , 20.13 , 104.28 ,
2019/08/22, 2.923 , 2.923 , 0.87 , 0.93 , 0.66 , 0.73 , 0.76 , 20.14 , 105.69 ,
2019/08/23, 2.923 , 2.963 , 0.70 , 1.07 , 0.47 , 0.56 , 0.67 , 20.38 , 107.71 ,
2019/08/26, 2.928 , 2.914 , 1.00 , 0.97 , 0.96 , 0.88 , 0.96 , 21.47 , 106.43 ,
2019/08/27, 2.929 , 2.934 , 0.77 , 1.02 , 0.55 , 0.74 , 0.72 , 20.37 , 107.03 ,
2019/08/28, 2.924 , 2.912 , 0.87 , 0.97 , 0.84 , 0.87 , 0.97 , 20.14 , 105.73 ,
2019/08/29, 2.912 , 2.901 , 0.92 , 0.94 , 0.98 , 0.96 , 1.06 , 19.22 , 106.14 ,
2019/08/30, 2.923 , 2.916 , 0.87 , 0.97 , 0.75 , 0.88 , 0.86 , 19.32 , 105.03 ,
2019/09/02, 2.914 , 2.940 , 0.94 , 1.04 , 0.72 , 0.72 , 0.77 , 18.59 , 104.82 ,
2019/09/03, 2.940 , 2.939 , 0.89 , 1.03 , 0.75 , 0.72 , 0.84 , 18.59 , 104.18 ,
2019/09/04, 2.938 , 2.973 , 0.93 , 1.12 , 0.60 , 0.55 , 0.65 , 18.06 , 104.82 ,
2019/09/05, 2.987 , 3.004 , 0.68 , 1.18 , 0.38 , 0.48 , 0.56 , 18.89 , 105.34 ,
2019/09/06, 3.023 , 3.037 , 0.75 , 1.19 , 0.47 , 0.37 , 0.62 , 19.47 , 104.69 ,
2019/09/09, 3.060 , 3.032 , 0.65 , 1.08 , 0.44 , 0.43 , 0.68 , 20.49 , 103.70 ,
2019/09/10, 3.032 , 3.021 , 0.76 , 1.03 , 0.60 , 0.48 , 0.79 , 20.03 , 103.98 ,
2019/09/11, 3.031 , 3.007 , 0.69 , 0.97 , 0.57 , 0.53 , 0.82 , 19.94 , 103.20 ,
2019/09/12, 3.014 , 3.047 , 0.77 , 1.01 , 0.47 , 0.37 , 0.61 , 19.27 , 105.90 ,
2019/09/16, 3.050 , 3.034 , 0.75 , 0.96 , 0.53 , 0.45 , 0.70 , 18.96 , 103.84 ,
2019/09/17, 3.026 , 2.987 , 0.80 , 0.88 , 0.77 , 0.72 , 0.95 , 18.39 , 103.15 ,
2019/09/18, 2.994 , 3.003 , 0.75 , 0.91 , 0.66 , 0.65 , 0.88 , 18.07 , 102.75 ,
2019/09/19, 3.011 , 3.007 , 0.82 , 0.89 , 0.71 , 0.60 , 0.87 , 17.52 , 98.60 ,
2019/09/20, 3.016 , 3.013 , 0.82 , 0.91 , 0.56 , 0.58 , 0.68 , 16.85 , 98.56 ,
2019/09/23, 3.001 , 2.981 , 0.95 , 0.85 , 0.90 , 0.79 , 0.95 , 17.16 , 98.52 ,
2019/09/24, 2.983 , 2.987 , 0.73 , 0.86 , 0.58 , 0.78 , 0.79 , 16.86 , 99.31 ,
2019/09/25, 2.979 , 2.977 , 0.81 , 0.76 , 0.76 , 0.82 , 0.94 , 17.08 , 98.68 ,
2019/09/26, 2.987 , 2.978 , 0.85 , 0.76 , 0.74 , 0.81 , 0.88 , 17.10 , 98.70 ,
2019/09/27, 2.977 , 2.978 , 0.89 , 0.75 , 0.83 , 0.77 , 0.93 , 17.54 , 98.42 ,
2019/09/30, 2.975 , 2.945 , 0.74 , 0.73 , 0.85 , 1.20 , 1.15 , 17.75 , 96.63 ,
2019/10/08, 2.945 , 2.968 , 0.83 , 0.76 , 0.84 , 0.97 , 1.01 , 16.37 , 98.65 ,
2019/10/09, 2.958 , 2.971 , 0.79 , 0.74 , 0.88 , 0.93 , 1.13 , 15.62 , 98.27 ,
2019/10/10, 2.971 , 2.987 , 0.77 , 0.78 , 0.67 , 0.81 , 0.88 , 15.81 , 98.38 ,
2019/10/11, 2.999 , 3.032 , 0.74 , 0.87 , 0.50 , 0.52 , 0.67 , 16.13 , 99.91 ,
2019/10/14, 3.052 , 3.061 , 0.77 , 0.90 , 0.44 , 0.45 , 0.57 , 15.10 , 105.67 ,
2019/10/15, 3.058 , 3.062 , 0.88 , 0.91 , 0.56 , 0.45 , 0.64 , 14.61 , 109.95 ,
2019/10/16, 3.064 , 3.051 , 0.77 , 0.92 , 0.56 , 0.59 , 0.73 , 14.50 , 107.33 ,
2019/10/17, 3.054 , 3.059 , 0.74 , 0.92 , 0.60 , 0.54 , 0.81 , 13.80 , 99.85 ,
2019/10/18, 3.065 , 3.014 , 0.82 , 0.81 , 0.79 , 0.90 , 0.97 , 14.21 , 97.52 ,
2019/10/21, 3.009 , 3.016 , 0.77 , 0.83 , 0.75 , 0.82 , 0.98 , 14.05 , 98.44 ,
2019/10/22, 3.024 , 3.019 , 0.79 , 0.84 , 0.77 , 0.79 , 0.98 , 13.88 , 98.49 ,
2019/10/23, 3.017 , 3.000 , 0.90 , 0.90 , 0.86 , 1.01 , 0.96 , 14.31 , 97.17 ,
2019/10/24, 3.004 , 3.008 , 0.80 , 0.89 , 0.81 , 0.87 , 1.01 , 14.02 , 98.76 ,
2019/10/25, 3.004 , 3.014 , 0.87 , 0.90 , 0.88 , 0.80 , 1.01 , 13.75 , 98.41 ,
2019/10/28, 3.018 , 3.028 , 0.76 , 0.88 , 0.59 , 0.67 , 0.78 , 14.07 , 98.73 ,
2019/10/29, 3.030 , 3.016 , 0.85 , 0.88 , 0.68 , 0.76 , 0.80 , 14.30 , 99.44 ,
2019/10/30, 3.012 , 2.999 , 0.88 , 0.85 , 0.86 , 0.94 , 0.98 , 14.58 , 98.31 ,
2019/10/31, 3.007 , 3.003 , 0.83 , 0.86 , 0.75 , 0.89 , 0.91 , 14.76 , 99.49 ,
2019/11/01, 3.000 , 3.052 , 0.84 , 0.96 , 0.60 , 0.57 , 0.71 , 14.02 , 102.15 ,
2019/11/04, 3.057 , 3.069 , 0.87 , 0.99 , 0.51 , 0.53 , 0.59 , 14.08 , 105.13 ,
2019/11/05, 3.069 , 3.086 , 0.71 , 1.02 , 0.43 , 0.52 , 0.60 , 14.32 , 105.25 ,
2019/11/06, 3.080 , 3.079 , 0.70 , 1.01 , 0.53 , 0.58 , 0.75 , 14.12 , 106.26 ,
2019/11/07, 3.075 , 3.079 , 0.70 , 0.97 , 0.54 , 0.55 , 0.77 , 14.35 , 106.78 ,
2019/11/08, 3.099 , 3.060 , 0.68 , 0.93 , 0.54 , 0.68 , 0.80 , 14.63 , 104.45 ,
2019/11/11, 3.046 , 3.013 , 0.86 , 0.84 , 0.98 , 1.03 , 1.13 , 15.54 , 100.88 ,
2019/11/12, 3.020 , 3.017 , 0.82 , 0.82 , 0.94 , 0.93 , 1.15 , 15.03 , 100.78 ,
2019/11/13, 3.010 , 3.015 , 0.82 , 0.81 , 0.92 , 0.97 , 1.13 , 15.28 , 100.44 ,
2019/11/14, 3.018 , 3.013 , 0.82 , 0.82 , 0.83 , 0.99 , 1.01 , 15.56 , 101.14 ,
2019/11/15, 3.020 , 3.003 , 0.81 , 0.80 , 0.85 , 1.07 , 1.05 , 15.54 , 101.38 ,
2019/11/18, 3.003 , 3.027 , 0.80 , 0.84 , 0.73 , 0.83 , 0.91 , 14.69 , 105.65 ,
2019/11/19, 3.024 , 3.046 , 0.79 , 0.88 , 0.56 , 0.66 , 0.71 , 13.89 , 108.49 ,
2019/11/20, 3.044 , 3.013 , 0.76 , 0.84 , 0.70 , 1.00 , 0.92 , 13.91 , 103.42 ,
2019/11/21, 3.003 , 2.995 , 0.97 , 0.80 , 1.10 , 1.22 , 1.14 , 14.15 , 102.65 ,
2019/11/22, 2.999 , 2.967 , 0.91 , 0.74 , 1.18 , 1.61 , 1.30 , 14.72 , 100.80 ,
2019/11/25, 2.970 , 2.994 , 0.94 , 0.79 , 1.07 , 1.13 , 1.14 , 14.61 , 105.39 ,
2019/11/26, 3.002 , 2.993 , 0.85 , 0.81 , 0.83 , 1.22 , 0.98 , 14.61 , 104.66 ,
2019/11/27, 2.991 , 2.988 , 0.96 , 0.95 , 1.07 , 1.27 , 1.11 , 14.30 , 104.01 ,
2019/11/28, 2.989 , 2.978 , 0.99 , 0.90 , 1.05 , 1.28 , 1.07 , 13.65 , 102.10 ,
2019/11/29, 2.970 , 2.938 , 1.04 , 0.79 , 1.36 , 1.72 , 1.31 , 14.17 , 99.50 ,
2019/12/02, 2.895 , 2.897 , 0.84 , 0.79 , 1.05 , 1.60 , 1.25 , 13.37 , 98.94 ,
2019/12/03, 2.891 , 2.907 , 0.95 , 0.80 , 1.26 , 1.40 , 1.33 , 13.28 , 100.65 ,
2019/12/04, 2.897 , 2.901 , 1.01 , 0.79 , 1.10 , 1.45 , 1.09 , 13.30 , 98.97 ,
2019/12/05, 2.908 , 2.919 , 0.89 , 0.82 , 0.77 , 1.17 , 0.86 , 12.97 , 100.21 ,
2019/12/06, 2.926 , 2.936 , 0.89 , 0.87 , 0.70 , 0.97 , 0.79 , 12.63 , 101.62 ,
2019/12/09, 2.940 , 2.931 , 0.90 , 0.86 , 0.73 , 1.01 , 0.80 , 12.94 , 99.61 ,
2019/12/10, 2.924 , 2.933 , 0.96 , 0.86 , 0.75 , 0.97 , 0.78 , 12.89 , 100.64 ,
2019/12/11, 2.943 , 2.947 , 0.91 , 0.93 , 0.75 , 0.98 , 0.82 , 13.10 , 100.56 ,
2019/12/12, 2.947 , 2.937 , 0.94 , 0.92 , 0.73 , 1.00 , 0.78 , 12.83 , 101.31 ,
2019/12/13, 2.963 , 3.000 , 0.75 , 1.04 , 0.42 , 0.49 , 0.55 , 14.31 , 100.27 ,
2019/12/16, 2.999 , 2.993 , 0.77 , 0.96 , 0.47 , 0.55 , 0.61 , 13.79 , 102.15 ,
2019/12/17, 2.994 , 3.025 , 0.66 , 1.05 , 0.37 , 0.45 , 0.56 , 14.30 , 102.40 ,
2019/12/18, 3.021 , 3.017 , 0.63 , 1.00 , 0.43 , 0.49 , 0.68 , 14.67 , 101.40 ,
2019/12/19, 3.021 , 3.010 , 0.72 , 0.92 , 0.50 , 0.51 , 0.70 , 15.23 , 99.79 ,
2019/12/20, 3.012 , 3.005 , 0.57 , 0.89 , 0.43 , 0.56 , 0.75 , 15.00 , 99.66 ,
2019/12/23, 3.003 , 2.979 , 0.72 , 0.83 , 0.68 , 0.84 , 0.94 , 14.84 , 99.26 ,
2019/12/24, 2.980 , 2.988 , 0.80 , 0.82 , 0.89 , 0.74 , 1.12 , 14.03 , 99.13 ,
2019/12/25, 2.984 , 2.980 , 0.80 , 0.76 , 0.81 , 0.80 , 1.01 , 14.07 , 97.96 ,
2019/12/26, 2.980 , 3.002 , 0.76 , 0.80 , 0.62 , 0.62 , 0.81 , 13.69 , 98.37 ,
2019/12/27, 3.005 , 3.009 , 0.60 , 0.81 , 0.42 , 0.60 , 0.69 , 13.94 , 98.95 ,
2019/12/30, 3.005 , 3.051 , 0.60 , 0.91 , 0.37 , 0.43 , 0.61 , 14.61 , 101.36 ,
2019/12/31, 3.046 , 3.058 , 0.72 , 0.90 , 0.49 , 0.42 , 0.68 , 14.98 , 99.58 ,
2020/01/02, 3.071 , 3.081 , 0.61 , 0.96 , 0.36 , 0.39 , 0.59 , 15.37 , 101.95 ,
2020/01/03, 3.088 , 3.068 , 0.66 , 0.94 , 0.47 , 0.48 , 0.71 , 14.97 , 101.15 ,
2020/01/06, 3.053 , 3.050 , 0.76 , 0.88 , 0.65 , 0.63 , 0.85 , 15.83 , 99.34 ,
2020/01/07, 3.056 , 3.062 , 0.77 , 0.90 , 0.61 , 0.53 , 0.79 , 15.92 , 100.74 ,
2020/01/08, 3.050 , 3.033 , 0.88 , 0.83 , 0.85 , 0.72 , 0.96 , 16.29 , 98.93 ,
2020/01/09, 3.051 , 3.057 , 0.74 , 0.86 , 0.56 , 0.56 , 0.76 , 15.45 , 101.39 ,
2020/01/10, 3.067 , 3.061 , 0.77 , 0.87 , 0.55 , 0.52 , 0.72 , 15.00 , 103.31 ,
2020/01/13, 3.063 , 3.080 , 0.80 , 0.92 , 0.59 , 0.43 , 0.73 , 15.10 , 127.05 ,
2020/01/14, 3.085 , 3.076 , 0.74 , 0.92 , 0.47 , 0.48 , 0.63 , 14.28 , 138.68 ,
2020/01/15, 3.073 , 3.046 , 0.81 , 0.84 , 0.73 , 0.65 , 0.90 , 14.52 , 105.42 ,
2020/01/16, 3.055 , 3.036 , 0.70 , 0.82 , 0.78 , 0.71 , 1.12 , 12.23 , 97.01 ,
2020/01/17, 3.041 , 3.042 , 0.70 , 0.82 , 0.65 , 0.66 , 0.92 , 11.70 , 97.75 ,
2020/01/20, 3.056 , 3.058 , 0.79 , 0.84 , 0.64 , 0.56 , 0.81 , 12.82 , 98.74 ,
2020/01/21, 3.040 , 3.007 , 0.98 , 0.76 , 1.16 , 0.96 , 1.18 , 15.48 , 96.53 ,
2020/01/22, 3.000 , 3.006 , 0.98 , 0.77 , 1.15 , 0.91 , 1.17 , 14.54 , 96.26 ,
2020/01/23, 2.982 , 2.925 , 1.03 , 0.70 , 1.42 , 1.89 , 1.37 , 16.68 , 92.62 ,
2020/02/03, 2.695 , 2.707 , 0.84 , 0.55 , 4.56 , 8.52 , 5.41 , 18.66 , 42.19 ,
2020/02/04, 2.715 , 2.785 , 0.76 , 0.57 , 1.57 , 3.31 , 2.07 , 23.56 , 99.07 ,
2020/02/05, 2.790 , 2.801 , 0.79 , 0.61 , 1.10 , 2.89 , 1.38 , 20.96 , 100.91 ,
2020/02/06, 2.813 , 2.842 , 0.87 , 0.69 , 1.05 , 1.85 , 1.20 , 21.12 , 101.28 ,
2020/02/07, 2.826 , 2.841 , 0.95 , 0.67 , 1.14 , 1.71 , 1.20 , 22.48 , 101.86 ,
2020/02/10, 2.817 , 2.839 , 0.97 , 0.67 , 1.11 , 1.83 , 1.14 , 22.07 , 99.99 ,
2020/02/11, 2.848 , 2.870 , 0.98 , 0.73 , 0.80 , 1.44 , 0.81 , 20.28 , 100.86 ,
2020/02/12, 2.867 , 2.883 , 1.01 , 0.75 , 0.76 , 1.32 , 0.76 , 19.48 , 101.53 ,
2020/02/13, 2.883 , 2.869 , 0.95 , 0.76 , 0.85 , 1.54 , 0.89 , 19.84 , 102.04 ,
2020/02/14, 2.861 , 2.885 , 1.00 , 0.77 , 0.83 , 1.25 , 0.83 , 19.09 , 103.26 ,
2020/02/17, 2.888 , 2.939 , 0.90 , 0.85 , 0.57 , 0.76 , 0.63 , 19.31 , 103.40 ,
2020/02/18, 2.931 , 2.913 , 1.03 , 0.81 , 0.82 , 0.99 , 0.79 , 19.32 , 101.97 ,
2020/02/19, 2.909 , 2.913 , 0.82 , 0.83 , 0.72 , 1.02 , 0.87 , 19.70 , 102.93 ,
2020/02/20, 2.918 , 2.967 , 0.78 , 0.94 , 0.57 , 0.65 , 0.73 , 19.98 , 103.91 ,
2020/02/21, 2.955 , 2.958 , 0.80 , 0.92 , 0.60 , 0.71 , 0.76 , 21.11 , 101.10 ,
2020/02/24, 2.941 , 2.924 , 0.95 , 0.85 , 1.05 , 1.12 , 1.11 , 23.09 , 100.17 ,
2020/02/25, 2.895 , 2.899 , 1.08 , 0.79 , 1.40 , 1.21 , 1.30 , 23.35 , 101.71 ,
2020/02/26, 2.868 , 2.894 , 0.89 , 0.80 , 0.91 , 1.22 , 1.03 , 24.03 , 103.34 ,
2020/02/27, 2.894 , 2.898 , 0.88 , 0.80 , 0.91 , 1.18 , 1.04 , 20.58 , 101.64 ,
2020/02/28, 2.850 , 2.814 , 1.14 , 0.70 , 1.75 , 2.19 , 1.54 , 23.93 , 100.76 ,
2020/03/02, 2.829 , 2.899 , 0.86 , 0.83 , 0.83 , 1.18 , 0.97 , 21.55 , 103.17 ,
2020/03/03, 2.930 , 2.907 , 0.87 , 0.82 , 0.69 , 1.04 , 0.79 , 20.97 , 102.50 ,
2020/03/04, 2.905 , 2.939 , 0.84 , 0.85 , 0.75 , 0.79 , 0.89 , 21.15 , 103.70 ,
2020/03/05, 2.955 , 3.004 , 0.68 , 1.00 , 0.40 , 0.49 , 0.59 , 21.70 , 103.90 ,
2020/03/06, 2.978 , 2.951 , 1.02 , 0.90 , 0.82 , 0.80 , 0.80 , 23.03 , 102.06 ,
2020/03/09, 2.904 , 2.861 , 1.11 , 0.74 , 1.84 , 1.77 , 1.66 , 28.10 , 101.04 ,
2020/03/10, 2.860 , 2.911 , 0.83 , 0.77 , 0.80 , 0.91 , 0.96 , 27.66 , 100.95 ,
2020/03/11, 2.911 , 2.874 , 0.84 , 0.75 , 0.94 , 1.37 , 1.11 , 27.54 , 100.04 ,
2020/03/12, 2.845 , 2.836 , 1.15 , 0.70 , 1.69 , 1.69 , 1.47 , 29.94 , 98.79 ,
2020/03/13, 2.724 , 2.796 , 0.96 , 0.63 , 1.71 , 1.74 , 1.77 , 34.91 , 97.06 ,
2020/03/16, 2.785 , 2.687 , 0.81 , 0.57 , 1.74 , 3.77 , 2.16 , 34.71 , 87.86 ,
2020/03/17, 2.700 , 2.675 , 0.85 , 0.53 , 1.77 , 3.09 , 2.07 , 37.92 , 92.63 ,
2020/03/18, 2.687 , 2.618 , 0.73 , 0.52 , 1.99 , 6.14 , 2.72 , 31.26 , 88.08 ,
2020/03/19, 2.609 , 2.564 , 1.03 , 0.47 , 3.22 , 4.96 , 3.14 , 35.63 , 90.82 ,
2020/03/20, 2.584 , 2.624 , 0.83 , 0.49 , 1.82 , 3.02 , 2.19 , 33.47 , 96.71 ,
2020/03/23, 2.541 , 2.553 , 0.92 , 0.46 , 2.04 , 3.93 , 2.22 , 36.93 , 93.75 ,
2020/03/24, 2.600 , 2.627 , 0.73 , 0.46 , 1.15 , 2.21 , 1.57 , 34.34 , 97.45 ,
2020/03/25, 2.687 , 2.687 , 0.66 , 0.64 , 0.83 , 1.64 , 1.25 , 33.64 , 99.49 ,
2020/03/26, 2.667 , 2.677 , 0.85 , 0.67 , 0.96 , 1.64 , 1.13 , 32.54 , 99.71 ,
2020/03/27, 2.709 , 2.692 , 0.77 , 0.68 , 0.81 , 1.48 , 1.05 , 32.67 , 100.65 ,
2020/03/30, 2.659 , 2.680 , 0.96 , 0.67 , 1.18 , 1.53 , 1.22 , 31.59 , 100.85 ,
2020/03/31, 2.700 , 2.675 , 0.84 , 0.66 , 0.95 , 1.63 , 1.12 , 29.36 , 99.90 ,
2020/04/01, 2.671 , 2.671 , 0.91 , 0.68 , 1.07 , 1.64 , 1.18 , 29.57 , 99.82 ,
2020/04/02, 2.656 , 2.706 , 0.90 , 0.69 , 1.04 , 1.27 , 1.16 , 26.46 , 101.55 ,
2020/04/03, 2.698 , 2.694 , 0.95 , 0.70 , 0.98 , 1.47 , 1.04 , 27.36 , 102.09 ,
2020/04/07, 2.740 , 2.743 , 0.93 , 0.72 , 0.70 , 1.03 , 0.75 , 25.06 , 103.51 ,
2020/04/08, 2.730 , 2.730 , 0.90 , 0.71 , 0.89 , 1.18 , 0.99 , 23.86 , 102.73 ,
2020/04/09, 2.740 , 2.739 , 0.94 , 0.73 , 0.86 , 1.18 , 0.92 , 22.70 , 102.91 ,
2020/04/10, 2.739 , 2.738 , 0.91 , 0.74 , 0.78 , 1.23 , 0.86 , 21.94 , 103.65 ,
2020/04/13, 2.731 , 2.726 , 0.89 , 0.73 , 1.15 , 1.45 , 1.30 , 20.46 , 102.64 ,
2020/04/14, 2.743 , 2.771 , 0.89 , 0.78 , 0.77 , 1.05 , 0.87 , 19.71 , 103.61 ,
2020/04/15, 2.766 , 2.751 , 0.84 , 0.77 , 0.79 , 1.28 , 0.94 , 20.38 , 105.29 ,
2020/04/16, 2.742 , 2.753 , 0.88 , 0.78 , 0.98 , 1.26 , 1.12 , 17.91 , 106.63 ,
2020/04/17, 2.775 , 2.793 , 0.73 , 0.87 , 0.54 , 1.04 , 0.74 , 18.23 , 107.21 ,
2020/04/20, 2.797 , 2.803 , 0.87 , 0.89 , 0.78 , 1.03 , 0.90 , 19.46 , 105.82 ,
2020/04/21, 2.797 , 2.771 , 0.96 , 0.83 , 1.14 , 1.40 , 1.19 , 19.54 , 104.70 ,
2020/04/22, 2.763 , 2.790 , 0.91 , 0.84 , 1.07 , 1.28 , 1.18 , 19.37 , 105.30 ,
