日期, 50etf开盘价 , 50etf收盘价 , 成交量pcr , 持仓量pcr , 成交额pcr , 持仓额pcr , 成交额pcr/成交量pcr , VIX , SKEW ,
2022/02/17, 3.112 , 3.119 , 1.01 , 0.83 , 0.89 , 1.75 , 0.88 , 17.29 , 100.65 ,
2022/02/18, 3.110 , 3.144 , 0.99 , 0.85 , 0.93 , 1.25 , 0.93 , 16.92 , 100.73 ,
2022/02/21, 3.139 , 3.130 , 0.89 , 0.78 , 1.01 , 1.38 , 1.13 , 17.15 , 98.98 ,
2022/02/22, 3.100 , 3.081 , 0.96 , 0.72 , 1.63 , 2.21 , 1.70 , 17.19 , 101.56 ,
2022/02/23, 3.089 , 3.100 , 0.86 , 0.73 , 1.21 , 1.73 , 1.39 , 17.13 , 99.08 ,
2022/02/24, 3.084 , 3.043 , 1.13 , 0.77 , 1.69 , 2.60 , 1.50 , 18.07 , 101.69 ,
2022/02/25, 3.055 , 3.056 , 1.06 , 0.78 , 1.23 , 2.36 , 1.16 , 17.17 , 102.14 ,
2022/02/28, 3.053 , 3.061 , 0.98 , 0.79 , 1.28 , 2.13 , 1.31 , 17.40 , 102.41 ,
2022/03/01, 3.073 , 3.105 , 0.91 , 0.90 , 0.83 , 1.43 , 0.91 , 17.02 , 101.21 ,
2022/03/02, 3.092 , 3.088 , 1.04 , 0.87 , 1.03 , 1.66 , 0.99 , 16.23 , 102.81 ,
2022/03/03, 3.101 , 3.078 , 0.91 , 0.82 , 0.93 , 1.80 , 1.02 , 16.53 , 103.52 ,
2022/03/04, 3.050 , 3.046 , 0.96 , 0.74 , 1.40 , 2.23 , 1.46 , 16.72 , 101.84 ,
2022/03/07, 3.026 , 2.955 , 0.92 , 0.60 , 1.92 , 3.76 , 2.08 , 20.18 , 95.91 ,
2022/03/08, 2.965 , 2.915 , 1.07 , 0.55 , 2.05 , 4.53 , 1.92 , 21.71 , 95.31 ,
2022/03/09, 2.929 , 2.887 , 1.08 , 0.51 , 2.34 , 3.80 , 2.18 , 23.88 , 96.40 ,
2022/03/10, 2.942 , 2.913 , 0.85 , 0.54 , 1.31 , 3.90 , 1.53 , 21.24 , 97.82 ,
2022/03/11, 2.881 , 2.922 , 0.95 , 0.55 , 1.93 , 2.75 , 2.03 , 22.19 , 97.96 ,
2022/03/14, 2.880 , 2.832 , 1.03 , 0.51 , 2.04 , 5.14 , 1.97 , 24.92 , 94.36 ,
2022/03/15, 2.800 , 2.687 , 0.97 , 0.43 , 3.37 , 9.69 , 3.47 , 25.97 , 80.04 ,
2022/03/16, 2.720 , 2.810 , 0.83 , 0.48 , 1.69 , 3.31 , 2.03 , 26.92 , 100.45 ,
2022/03/17, 2.866 , 2.857 , 0.76 , 0.57 , 0.84 , 2.59 , 1.11 , 25.55 , 103.29 ,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
